video_id,filename,niche,category,subcategory,micro_niche,full_path,confidence,matched_keywords,has_feature_data
DGN80clyKXM,DGN80clyKXM_thesahilfam_score0.8787.mp4,unknown,unknown,,,,0.0,,no
DNN9jSSBtqK,DNN9jSSBtqK_thevarunmayya_score0.8677.mp4,unknown,unknown,,,,0.0,,no
DM0iUKfM7kX,DM0iUKfM7kX_timon280321_score0.8749.mp4,unknown,unknown,,,,0.0,,no
DATGV7zvV14,DATGV7zvV14_tiyaleelao_score0.8756.mp4,unknown,unknown,,,,0.0,,no
DQcroM7AIKa,DQcroM7AIKa_tony.beys_score0.8680.mp4,unknown,unknown,,,,0.0,,no
DRv1JiMDDb4_officialbet,DRv1JiMDDb4_officialbet_u_score0.9316.mp4,unknown,unknown,,,,0.0,,no
DRTyZtJE5Nq_scrollx,DRTyZtJE5Nq_scrollx_ui_score0.8561.mp4,unknown,unknown,,,,0.0,,yes
DJ1tQHTou4u,DJ1tQHTou4u_uniqgene_score0.8720.mp4,unknown,unknown,,,,0.0,,yes
DSGlfCjEVlp,DSGlfCjEVlp_unishare.app_score0.8591.mp4,unknown,unknown,,,,0.0,,no
DSWa-pWgGce,DSWa-pWgGce_unishare.app_score0.8987.mp4,unknown,unknown,,,,0.0,,no
DRtFuI9jBcD__pocketcoach__score0.8784,DRtFuI9jBcD__pocketcoach__score0.8784.mp4,unknown,unknown,,,,0.0,,no
DSJya4HiDrE_shonia_t__score0.8935,DSJya4HiDrE_shonia_t__score0.8935.mp4,unknown,unknown,,,,0.0,,no
DSWrn8hgpZD_plus91securitysolutions__score0.8719,DSWrn8hgpZD_plus91securitysolutions__score0.8719.mp4,unknown,unknown,,,,0.0,,no
C-tlAIARfyN,C-tlAIARfyN_upstudy.ai_score0.9651.mp4,unknown,unknown,,,,0.0,,no
C_Mc_jWxCoO,C_Mc_jWxCoO_upstudy.ai_score0.9243.mp4,unknown,unknown,,,,0.0,,no
DQ_yjpykbYD,DQ_yjpykbYD_v.i.s.h.ai_score0.8621.mp4,unknown,unknown,,,,0.0,,no
DSUlAI9Efrs_viswajith,DSUlAI9Efrs_viswajith_v7_score0.8572.mp4,unknown,unknown,,,,0.0,,yes
DR9KE_tk__D,DR9KE_tk__D_vibe3d.ai_score0.8658.mp4,unknown,unknown,,,,0.0,,no
DL_YCkuJIuX,DL_YCkuJIuX_virloai_score0.9656.mp4,unknown,unknown,,,,0.0,,no
C188rdTReIA,C188rdTReIA_vishalmeenaa_score0.8663.mp4,unknown,unknown,,,,0.0,,no
DNVmMbGoDfj,DNVmMbGoDfj_vuedaleofficial_score0.8870.mp4,unknown,unknown,,,,0.0,,no
Cl5Uf3WP7OI_shayar_baj,Cl5Uf3WP7OI_shayar_baj_wa_score0.8812.mp4,unknown,unknown,,,,0.0,,no
DScKH-zjacI,DScKH-zjacI_waizy.pro_score0.9047.mp4,unknown,unknown,,,,0.0,,no
DP55TPygfb8_excellent,DP55TPygfb8_excellent_webworld_score0.9179.mp4,unknown,unknown,,,,0.0,,no
DQI2pUogX_8_excellent,DQI2pUogX_8_excellent_webworld_score0.9041.mp4,unknown,unknown,,,,0.0,,no
DQvilm1iIWZ_excellent,DQvilm1iIWZ_excellent_webworld_score0.8833.mp4,unknown,unknown,,,,0.0,,no
DSEkR51CO6-_excellent,DSEkR51CO6-_excellent_webworld_score0.8860.mp4,unknown,unknown,,,,0.0,,no
DNtEOSYQunJ,DNtEOSYQunJ_wedpicsqrlife.co_score0.8601.mp4,unknown,unknown,,,,0.0,,no
DNvpBWk2rPO,DNvpBWk2rPO_wedpicsqrlife.co_score0.8567.mp4,unknown,unknown,,,,0.0,,no
DSjRnczESNK,DSjRnczESNK_yongthefoodmonster_score0.8698.mp4,unknown,unknown,,,,0.0,,no
C_04C_-IANH,C_04C_-IANH_yourmove.ai_score0.9367.mp4,unknown,unknown,,,,0.0,,no
DAcltDcvb1N,DAcltDcvb1N_yourmove.ai_score0.9559.mp4,unknown,unknown,,,,0.0,,no
DPuEomGjf8f,DPuEomGjf8f_zelios.agency_score0.9089.mp4,unknown,unknown,,,,0.0,,no
DH6GWqqzlUU,DH6GWqqzlUU_zemithdotcom_score0.8595.mp4,unknown,unknown,,,,0.0,,no
DIOfitpzgNL,DIOfitpzgNL_zemithdotcom_score0.8557.mp4,unknown,unknown,,,,0.0,,no
DRsdZEkisx3,DRsdZEkisx3_zeno.sham_score0.8633.mp4,unknown,unknown,,,,0.0,,no
DBwf1kntQP4,DBwf1kntQP4_zincjordan_score0.8925.mp4,unknown,unknown,,,,0.0,,no
